Best trial: 961. Best value: 0.0309166: 100%
 1000/1000 [1:01:28<00:00,  1.75s/it]
[I 2025-08-01 09:16:56,886] Trial 43 finished with value: 0.07625523935549704 and parameters: {'min_abs_corr': 0.05622243330133048, 'max_pair_corr': 0.9590291228729801, 'n_estimators': 1410, 'learning_rate': 0.0034685836472758617, 'max_depth': 10, 'min_child_weight': 0.008268588327789018, 'subsample': 0.8466657873615508, 'colsample_bytree': 0.9258176004746436, 'gamma': 0.4514368122635125, 'reg_alpha': 2.0986468621321888, 'reg_lambda': 1.306125736453035}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:16:59,676] Trial 44 finished with value: 0.10963728418304759 and parameters: {'min_abs_corr': 0.04691048048026292, 'max_pair_corr': 0.9751911466145335, 'n_estimators': 1334, 'learning_rate': 0.002313134244039302, 'max_depth': 9, 'min_child_weight': 0.0018457288432033661, 'subsample': 0.8637447372659635, 'colsample_bytree': 0.9002024520221658, 'gamma': 2.927522257861856, 'reg_alpha': 3.8600369908202636, 'reg_lambda': 1.5471615234761265}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:17:02,729] Trial 45 finished with value: 0.06931498858366843 and parameters: {'min_abs_corr': 0.08779050094497641, 'max_pair_corr': 0.9653209695025313, 'n_estimators': 1444, 'learning_rate': 0.006711279961230349, 'max_depth': 13, 'min_child_weight': 0.0010472350152289406, 'subsample': 0.890464870852451, 'colsample_bytree': 0.9639781450750142, 'gamma': 0.22808492006167821, 'reg_alpha': 2.6635357498590775, 'reg_lambda': 1.1561386038496262}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:17:05,355] Trial 46 finished with value: 0.08949001434614315 and parameters: {'min_abs_corr': 0.06568796768738201, 'max_pair_corr': 0.9450303416906425, 'n_estimators': 1144, 'learning_rate': 0.0012498983644373253, 'max_depth': 11, 'min_child_weight': 0.0045488752146794695, 'subsample': 0.9694223646234855, 'colsample_bytree': 0.8515504051111825, 'gamma': 0.8711767065482472, 'reg_alpha': 2.3417115919817877, 'reg_lambda': 1.9909098773216212}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:17:06,832] Trial 47 finished with value: 0.10962694317517889 and parameters: {'min_abs_corr': 0.07332078054417923, 'max_pair_corr': 0.9611380379566239, 'n_estimators': 984, 'learning_rate': 0.0010059963601431463, 'max_depth': 17, 'min_child_weight': 0.0018623492766125268, 'subsample': 0.9174664450865223, 'colsample_bytree': 0.9301744881480449, 'gamma': 3.6534213924328984, 'reg_alpha': 1.2277162762116052, 'reg_lambda': 1.4092418506489457}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:17:09,491] Trial 48 finished with value: 0.08724274734996432 and parameters: {'min_abs_corr': 0.04976230640218823, 'max_pair_corr': 0.9726656587433054, 'n_estimators': 1489, 'learning_rate': 0.08135840292829376, 'max_depth': 8, 'min_child_weight': 0.11702729552253151, 'subsample': 0.6575000046196012, 'colsample_bytree': 0.6917114985661592, 'gamma': 0.6111225592675514, 'reg_alpha': 3.307384614507389, 'reg_lambda': 0.8597552970112821}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:17:12,017] Trial 49 finished with value: 0.06837630982041543 and parameters: {'min_abs_corr': 0.07026356556795844, 'max_pair_corr': 0.9539310537029349, 'n_estimators': 1399, 'learning_rate': 0.02347748405248363, 'max_depth': 10, 'min_child_weight': 4.8578334527168, 'subsample': 0.8384324142095813, 'colsample_bytree': 0.9966922280192648, 'gamma': 0.20283708628100522, 'reg_alpha': 2.7446781726494085, 'reg_lambda': 1.603284185857789}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:17:13,458] Trial 50 finished with value: 0.08272417872048095 and parameters: {'min_abs_corr': 0.057496772281015844, 'max_pair_corr': 0.9513099084420388, 'n_estimators': 215, 'learning_rate': 0.0029754977380300816, 'max_depth': 12, 'min_child_weight': 0.5415698437062748, 'subsample': 0.8087532501984923, 'colsample_bytree': 0.4699343814354329, 'gamma': 0.035127890812501804, 'reg_alpha': 1.663483205313451, 'reg_lambda': 2.2748466157661564}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:17:27,769] Trial 51 finished with value: 0.05938750090391236 and parameters: {'min_abs_corr': 0.06324647876798278, 'max_pair_corr': 0.9684560185292493, 'n_estimators': 1288, 'learning_rate': 0.0016990572225650726, 'max_depth': 7, 'min_child_weight': 0.004461527746261344, 'subsample': 0.7963824627932372, 'colsample_bytree': 0.89086336509201, 'gamma': 0.002748832703332217, 'reg_alpha': 2.838317163302456, 'reg_lambda': 1.7594203219675173}. Best is trial 28 with value: 0.05735471330609752.
[I 2025-08-01 09:17:30,227] Trial 52 finished with value: 0.06724203334391357 and parameters: {'min_abs_corr': 0.06428348066879597, 'max_pair_corr': 0.966247427143548, 'n_estimators': 1284, 'learning_rate': 0.27802842818917956, 'max_depth': 8, 'min_child_weight': 0.007155420035122088, 'subsample': 0.8818557347152756, 'colsample_bytree': 0.89474068483622, 'gamma': 0.3372758299424355, 'reg_alpha': 2.0762831164322066, 'reg_lambda': 2.069572295986203}. Best is trial 28 with value: 0.05735471330609752.
