Best trial: 92. Best value: 0.030985: 100%
 100/100 [20:07<00:00, 17.40s/it]
[I 2025-07-30 11:13:24,482] Trial 59 finished with value: 0.034300530803556224 and parameters: {'min_abs_corr': 0.038721681904947104, 'max_pair_corr': 0.943010173718505, 'n_estimators': 871, 'max_depth': 36, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.2766998190117858, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:13:37,979] Trial 60 finished with value: 0.031928319417243584 and parameters: {'min_abs_corr': 0.018591332340307534, 'max_pair_corr': 0.919604155482643, 'n_estimators': 1152, 'max_depth': 31, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.4662678838081054, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:13:48,954] Trial 61 finished with value: 0.03671366636849056 and parameters: {'min_abs_corr': 0.013084452382987843, 'max_pair_corr': 0.9207571230390326, 'n_estimators': 1164, 'max_depth': 31, 'min_samples_split': 18, 'min_samples_leaf': 1, 'max_features': 0.449158617347812, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:14:04,574] Trial 62 finished with value: 0.03195191098038373 and parameters: {'min_abs_corr': 0.022214940269206188, 'max_pair_corr': 0.926363903616476, 'n_estimators': 1373, 'max_depth': 34, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.4143213410309636, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:14:21,778] Trial 63 finished with value: 0.03171091110898757 and parameters: {'min_abs_corr': 0.020126942673512803, 'max_pair_corr': 0.9260556349476445, 'n_estimators': 1373, 'max_depth': 25, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.4101193080912318, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:14:35,845] Trial 64 finished with value: 0.03263703269885922 and parameters: {'min_abs_corr': 0.021224449617557636, 'max_pair_corr': 0.9258641369009325, 'n_estimators': 1382, 'max_depth': 24, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.410044809540457, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:14:52,547] Trial 65 finished with value: 0.03196920622777007 and parameters: {'min_abs_corr': 0.008485335536754424, 'max_pair_corr': 0.9176634626381491, 'n_estimators': 1430, 'max_depth': 18, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.47088632048805673, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:15:08,309] Trial 66 finished with value: 0.032895983157464184 and parameters: {'min_abs_corr': 0.005832257237175436, 'max_pair_corr': 0.915127212421127, 'n_estimators': 1394, 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.47211258400104833, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:15:28,919] Trial 67 finished with value: 0.03345542996957511 and parameters: {'min_abs_corr': 0.01876766996455902, 'max_pair_corr': 0.9180791132480455, 'n_estimators': 1426, 'max_depth': 21, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.5383677075116666, 'bootstrap': True}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:15:41,575] Trial 68 finished with value: 0.03840519819242947 and parameters: {'min_abs_corr': 0.008980303848355646, 'max_pair_corr': 0.9351731308501251, 'n_estimators': 1334, 'max_depth': 18, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 0.5011710366958141, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:15:56,091] Trial 69 finished with value: 0.0338451271945347 and parameters: {'min_abs_corr': 0.01143661641265166, 'max_pair_corr': 0.9002106965148852, 'n_estimators': 1487, 'max_depth': 12, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 0.43397599393356034, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:16:09,020] Trial 70 finished with value: 0.034362630205505874 and parameters: {'min_abs_corr': 0.024315273862541224, 'max_pair_corr': 0.9062501139113119, 'n_estimators': 1306, 'max_depth': 25, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.39477954867945964, 'bootstrap': False}. Best is trial 44 with value: 0.031690556193198535.
[I 2025-07-30 11:16:29,065] Trial 71 finished with value: 0.03156225252147179 and parameters: {'min_abs_corr': 0.01858111831558964, 'max_pair_corr': 0.9191931763103396, 'n_estimators': 1435, 'max_depth': 35, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5805370935590409, 'bootstrap': False}. Best is trial 71 with value: 0.03156225252147179.
[I 2025-07-30 11:16:48,677] Trial 72 finished with value: 0.03138520303477477 and parameters: {'min_abs_corr': 0.018134594988655526, 'max_pair_corr': 0.9311654286165032, 'n_estimators': 1444, 'max_depth': 29, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5780586911205629, 'bootstrap': False}. Best is trial 72 with value: 0.03138520303477477.
[I 2025-07-30 11:17:04,964] Trial 73 finished with value: 0.03127090993420291 and parameters: {'min_abs_corr': 0.018528354210333962, 'max_pair_corr': 0.9315186592570993, 'n_estimators': 1146, 'max_depth': 28, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5947311330925009, 'bootstrap': False}. Best is trial 73 with value: 0.03127090993420291.
[I 2025-07-30 11:17:22,186] Trial 74 finished with value: 0.0313185549301331 and parameters: {'min_abs_corr': 0.018525595982917146, 'max_pair_corr': 0.9319298020084833, 'n_estimators': 1143, 'max_depth': 28, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5753065133222706, 'bootstrap': False}. Best is trial 73 with value: 0.03127090993420291.
[I 2025-07-30 11:17:40,286] Trial 75 finished with value: 0.0318769948301376 and parameters: {'min_abs_corr': 0.017647660476573346, 'max_pair_corr': 0.9400420714562547, 'n_estimators': 1442, 'max_depth': 28, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.6022570656249234, 'bootstrap': False}. Best is trial 73 with value: 0.03127090993420291.
